"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","mean_score","high_risk_violations","interval"
"2428","LA GALLINITA","H25",37.752634,-122.411658,3,2,0,5,0.666666666666667,67,2.33333333333333,314
"24308","Chavo's Mexican Restaurant","H26",37.779697,-122.397853,4,0,0,4,0,93,0,249
"24309","Regalito Rosticeria","H24",37.761703,-122.421099,5,1,0,6,0.2,97.6,0,170.25
"2433","PUERTO ALEGRE NO. 2","H25",37.751208,-122.409162,4,1,0,5,0.25,91,0.5,244.666666666667
"2437","MANORA'S THAI CUISINE","H25",37.770748,-122.415137,4,2,0,6,0.5,81,0.5,293.666666666667
"24431","Peet's Coffee & Tea","H24",37.786584,-122.401639,5,0,0,5,0,93.8,0.2,208.25
"24437","Caffe Baonecci","H24",37.799732,-122.407589,4,4,0,8,1,89.25,0.25,348.333333333333
"24457","Tee Off Bar & Grill","H26",37.781603,-122.492939,4,4,1,9,1,81.75,0.75,296.333333333333
"2447","NEW CASTILLITO INC.","H25",37.76356,-122.419582,5,3,0,8,0.6,97.4,0.2,185.5
"2453","KENNY'S RESTAURANT","H25",37.764851,-122.417529,5,5,0,10,1,89.8,0.6,173.25
"24534","District","H26",37.778534,-122.393219,4,0,0,4,0,97.25,0.25,268.333333333333
"2454","San Jalisco","H25",37.758634,-122.416866,5,2,0,7,0.4,83.8,1,264.5
"2455","MUDDY WATERS","H25",37.764484,-122.421815,6,1,1,8,0.166666666666667,99.3333333333333,0,174.2
"24572","S & T Hong Kong Seafood","H26",37.753608,-122.491313,3,6,1,10,2,73.6666666666667,1.66666666666667,389
"2463","Blossom Bakery","H25",37.794723,-122.406944,3,3,0,6,1,85.6666666666667,1,452.5
"2465","The Grubstake","H25",37.789563,-122.420866,4,0,1,5,0,94,0,360.666666666667
"2469","Okoze Sushi","H25",37.799143,-122.419317,4,1,0,5,0.25,91.5,0.5,276
"247","Toy Boat Dessert Cafe","H24",37.782953,-122.46351,4,2,0,6,0.5,90.5,0.5,298.333333333333
"2472","Starbucks","H25",37.783505,-122.432784,6,0,1,7,0,99,0,183.2
"2475","Fattoush Restaurant","H25",37.749015,-122.427165,2,2,0,4,1,94,0,493
"24752","Domino's Pizza #7764","H28",37.786215,-122.417728,7,0,1,8,0,90.5714285714286,0.285714285714286,145.5
"24754","Domino's Pizza #8421","H28",37.780588,-122.475611,4,0,0,4,0,95,0,313.666666666667
"2483","CAFE UNION","H25",37.797878,-122.429504,5,2,0,7,0.4,94.4,0,236.5
"24930","Jake's Steaks","H24",37.800564,-122.432854,5,3,1,9,0.6,92.6,0.2,212.25
"24936","San Francisco Soup Company","H25",37.793199,-122.400152,4,3,0,7,0.75,93.75,0.25,266
"2495","STARBUCK'S COFFEE #525","H25",37.790157,-122.434037,5,2,1,8,0.4,95.8,0.2,194.25
"2497","PLUTO'S","H25",37.799796,-122.441041,4,4,0,8,1,88.5,0.5,249
"24978","The New Spot Inc.","H24",37.760528,-122.388212,6,6,0,12,1,87,0.666666666666667,185.8
"2501","Posh Bagel","H25",37.789718,-122.404974,6,2,1,9,0.333333333333333,97,0,205.8
"2505","AMERICANA GRILL & FOUNTAIN","H25",37.775806,-122.496608,5,4,7,16,0.8,92,0,208.5
"2507","ALEGRIAS","H25",37.800048,-122.434714,3,0,0,3,0,97.3333333333333,0,322.5
"251","BEANERY INC.","H24",37.764148,-122.464391,4,1,1,6,0.25,92,0,280.333333333333
"25151","Westin St Francis - Caruso","H25",37.7877,-122.408345,4,0,0,4,0,98,0,246.333333333333
"25153","Westin St Francis - Employee's Cafeteria","H26",37.7877,-122.408345,4,0,1,5,0,99,0,246.333333333333
"25160","Westin St Francis - Imperial Food Kitchen","H26",37.7877,-122.408345,4,0,0,4,0,97.5,0,246.333333333333
"25161","Westin St Francis - Main Kitchen","H26",37.7877,-122.408345,4,2,0,6,0.5,95.25,0.25,246.333333333333
"25162","Westin St Francis - Oak Room/Banquet","H26",37.7877,-122.408345,4,1,0,5,0.25,97,0,246.333333333333
"25163","Westin St Francis - Pastry Shop","H25",37.7877,-122.408345,4,1,0,5,0.25,96,0,246.333333333333
"25164","Westin St Francis - Bourbon","H26",37.7877,-122.408345,4,0,0,4,0,94,0,292.333333333333
"25167","Glaze Donuts","H24",37.726402,-122.433476,7,1,0,8,0.142857142857143,96.2,0.2,149.666666666667
"2517","NOAH'S NEW YORK BAGELS #2127","H25",37.790124,-122.434104,6,3,8,17,0.5,87.8333333333333,0.5,177
"2519","PACIFIC PLAZA CAFE","H25",37.786864,-122.423218,5,0,0,5,0,94.8,0,177
"2521","LOVEJOY'S TEAROOM & ANTIQUES","H25",37.749154,-122.427176,3,1,0,4,0.333333333333333,94.6666666666667,0,371
"2523","VENICE PIZZA AND RESTAURANT","H25",37.715315,-122.442007,5,1,0,6,0.2,95.6,0,268
"253","Ann's Donut Coffee Shop","H24",37.725949,-122.433906,5,0,0,5,0,98.4,0,229.25
"25301","B Restaurant","H26",37.784404,-122.401339,3,1,0,4,0.333333333333333,85.3333333333333,0.666666666666667,317
"2535","PEET'S COFFEE & TEA","H25",37.789787,-122.434067,5,2,1,8,0.4,91.4,0.2,227.5
"25374","Cafe Destiji","H24",37.801285,-122.400404,3,3,0,6,1,89.6666666666667,0.333333333333333,422
"25375","Gelateria Naia","H29",37.799775,-122.409334,4,1,0,5,0.25,95,0,310.666666666667
"2538","KATES KITCHEN","H25",37.772163,-122.429927,2,2,0,4,1,82.5,0.5,569
"25387","Yum Yum Fish","H24",37.763373,-122.48113,6,3,1,10,0.5,85.5,0.5,192.8
"25404","Cafe Colombini Ristorante Bistro","H24",37.793061,-122.421089,4,3,0,7,0.75,93.5,0.5,317
"2542","PETER D'S RESTAURANT","H25",37.795993,-122.423585,3,5,1,9,1.66666666666667,83,1,237
"2544","EMPEROR PALACE RESTAURANT","H25",37.777253,-122.464359,5,4,2,11,0.8,74.8,1.2,220.75
"2548","NOAH'S NEW YORK BAGELS #2120","H25",37.786564,-122.451887,4,5,1,10,1.25,92,0,261.333333333333
"2549","Thai Cafe","H25",37.781304,-122.455582,5,3,1,9,0.6,83.4,0.6,177
"2553","Its Tops Coffee Shop","H25",37.771497,-122.423802,6,3,1,10,0.5,95.1666666666667,0.166666666666667,176.6
"2555","EXTREME PIZZA","H25",37.797578,-122.431883,6,4,0,10,0.666666666666667,87.3333333333333,0.333333333333333,196.2
"2559","HAI'S RESTAURANT","H25",37.782953,-122.415804,2,1,0,3,0.5,95,0,314
"256","Marche Club of S.F.","H24",37.727983,-122.432101,3,0,0,3,0,98,0,401.5
"2561","ANANDA FUARA","H25",37.777824,-122.415969,3,5,0,8,1.66666666666667,82,0.666666666666667,255
"25777","Church Street Cafe","H24",37.766357,-122.428864,5,1,1,7,0.2,98.6,0.2,187.25
"2578","Starbucks Coffee Co","H25",37.802545,-122.401864,3,0,0,3,0,97.3333333333333,0,423.5
"2579","SB40/Carmens Restaurant","H25",37.78162,-122.387677,4,1,0,5,0.25,87.75,0.75,234
"258","VIKINGS GIANT SUBMARINE","H24",37.72404,-122.456539,6,0,0,6,0,93.3333333333333,0,195.4
"2580","CAFE MARS","H26",37.773174,-122.40311,3,1,0,4,0.333333333333333,90,0.666666666666667,336
"2586","J & E CAFE","H25",37.75305,-122.404709,2,3,0,5,1.5,71.5,1.5,397
"2588","The Clift Hotel (Cafeteria)","H25",37.786974,-122.411136,3,2,0,5,0.666666666666667,94,0,284
"2589","Dojima-Ann","H25",37.786363,-122.408357,4,4,0,8,1,90.75,0.25,244.666666666667
"2590","SF Hilton - Main Kitchen","H25",37.786094,-122.410467,5,0,2,7,0,94.8,0.4,235.75
"2592","Starbucks Coffee","H25",37.786804,-122.408135,5,2,2,9,0.4,98.4,0,239
"2593","BELLA TRATTORIA","H25",37.781268,-122.460842,2,0,0,2,0,89,0,734
"2596","LA VIE VIETNAMESE REST","H25",37.780298,-122.482022,5,0,2,7,0,95.6,0,227.25
"2597","STARBUCKS COFFEE #5396","H25",37.768743,-122.427549,4,0,0,4,0,98.5,0,260.333333333333
"2599","HONG KONG RESTAURANT","H25",37.727159,-122.403452,6,4,2,12,0.666666666666667,82.5,1.16666666666667,195.8
"260","Monterey Pizza","H24",37.731523,-122.448711,6,2,1,9,0.333333333333333,90.1666666666667,0.166666666666667,176.4
"26005","Osaka Sushi","H25",37.761557,-122.435095,4,5,0,9,1.25,63.25,2.25,291.333333333333
"2601","Sotano Grill","H25",37.789883,-122.408666,4,3,0,7,0.75,86.5,0,246.666666666667
"26025","Eureka Restaurant & Lounge","H26",37.760881,-122.434171,4,1,0,5,0.25,95,0,270
"2609","Pride of the Mediterranean","H25",37.785718,-122.433262,4,1,3,8,0.25,80.75,0.75,217.666666666667
"2610","CAFE LA BOHEME","H25",37.752284,-122.418928,5,4,1,10,0.8,90,0,219
"26149","Mrs. Fields Cookies","H28",37.784317,-122.407563,6,0,0,6,0,93,0.333333333333333,174
"2615","Thai Chef 2","H25",37.760813,-122.435789,4,8,0,12,2,77.25,1.25,247
"2619","KEZAR BAR & RESTAURANT","H25",37.765538,-122.449887,2,1,0,3,0.5,81,0,483
"2620","Bambino's Ristorante","H25",37.765174,-122.449884,4,2,0,6,0.5,83.75,0.75,295.333333333333
"2622","WING HING RESTAURANT","H25",37.729408,-122.404391,5,4,3,12,0.8,85,1,213.5
"2627","BURGERMEISTER","H25",37.768776,-122.429095,5,2,0,7,0.4,91.25,0.25,217.25
"2632","MARTHA & BROS COFFEE CO","H25",37.738927,-122.414757,6,4,1,11,0.666666666666667,90.5,0.166666666666667,200.4
"2633","Starbucks Coffee Co","H25",37.795141,-122.401513,5,4,0,9,0.8,94.4,0,215
"26340","VIP Coffee & Cake Shop","H26",37.797704,-122.408058,4,5,2,11,1.25,71.25,1.75,268.333333333333
"26343","Bien Hoa","H24",37.784734,-122.413776,6,4,1,11,0.666666666666667,82.25,0.75,195.8
"26348","Won Mi Restaurant","H25",37.783964,-122.432874,5,1,0,6,0.2,84.4,1.2,214
"26376","Quickly","H28",37.795488,-122.409817,4,4,0,8,1,90.5,0,242
"26379","Sushi Kazu","H24",37.763983,-122.46709,3,0,0,3,0,88,0.666666666666667,266.5
"2638","SF BAGEL CO. (KATZ BAGELS)","H25",37.764814,-122.423089,6,6,0,12,1,91.5,0.5,173.6
"264","Melt!","H24",37.801203,-122.411412,4,4,0,8,1,88.25,0.25,288.333333333333
"2643","THE CREPEVINE","H25",37.766903,-122.428954,5,4,1,10,0.8,94.8,0.4,172.75
"2645","Range","H25",37.759417,-122.421376,4,3,0,7,0.75,91.25,0.25,289.333333333333
"2646","THE PHOENIX BAR & RESTAURANT","H25",37.759823,-122.421346,6,6,1,13,1,89.5,0.5,176.4
"2648","BALOMPIE CAFE","H25",37.761836,-122.418296,6,4,1,11,0.666666666666667,86,1,137.2
"2649","WAN KEE RESTAURANT","H25",37.762527,-122.419475,5,4,0,9,0.8,90.6,0.6,185.5
"2652","VILLAGE PIZZERIA","H25",37.787354,-122.421844,4,0,0,4,0,93.5,0.5,194
"2653","Mi Lindo Peru'","H25",37.745069,-122.420277,4,5,0,9,1.25,86.5,0.5,247.333333333333
"2659","HUNAN CHEF","H25",37.739048,-122.416019,6,3,1,10,0.5,86.8333333333333,1.16666666666667,204
"2664","Alice's Restaurant","H25",37.743602,-122.428803,5,0,1,6,0,83.4,0.6,192.75
"2667","ARIAKE","H25",37.780523,-122.47358,6,1,1,8,0.166666666666667,96,0.333333333333333,190.2
"267","ASA SUSHI","H24",37.800023,-122.442266,4,5,0,9,1.25,80.5,1,289
"2671","Mandarin Villa Restaurant","H25",37.775151,-122.420987,4,10,0,14,2.5,78.5,1.5,325.666666666667
"2674","YUZU","H25",37.800494,-122.436214,4,1,0,5,0.25,93,0,268.333333333333
"2676","FIREFLY","H25",37.751068,-122.438242,4,1,0,5,0.25,96.5,0,295.333333333333
"268","LOS HERMANOS","H24",37.800767,-122.436924,6,1,0,7,0.166666666666667,94.8333333333333,0.166666666666667,202.4
"26830","Cicil's","H24",37.792577,-122.393992,3,0,0,3,0,92.3333333333333,0.333333333333333,248.5
"2684","ERIC'S RESTAURANT","H25",37.746759,-122.426995,5,1,1,7,0.2,82.2,0.6,209
"2689","THE BLUE PLATE","H25",37.745158,-122.420217,4,0,0,4,0,97.5,0,245
"2690","LOS PANCHOS","H25",37.745516,-122.420004,5,2,2,9,0.4,92.4,0.4,229.25
"2692","TYGER'S","H25",37.734579,-122.4339,5,0,0,5,0,99.2,0,208.75
"2697","HOWARD'S CAFE","H25",37.758941,-122.48591,3,4,2,9,1.33333333333333,68,2,259
"2700","NANJING ROAD","H25",37.758941,-122.48591,3,3,0,6,1,75.3333333333333,2,266.5
"2702","HERBIVORE-THE EARTHLY GRILL","H25",37.757204,-122.421096,6,6,3,15,1,94.1666666666667,0.5,176
"2704","JUDY'S CAFE","H25",37.800297,-122.440554,5,2,0,7,0.4,92,0.4,231
"27053","San Francisco Soup Company","H24",37.784848,-122.406892,5,4,1,10,0.8,89.4,0.6,197.5
"27056","Amoura","H24",37.784848,-122.406892,5,0,0,5,0,86.2,0.6,197.75
"2706","MEZES RESTAURANT","H25",37.799988,-122.442367,4,4,0,8,1,88.5,0.5,242.666666666667
"2709","MELS DRIVE IN","H25",37.799684,-122.437106,4,3,1,8,0.75,85.25,0.75,289.333333333333
"2714","BARNEY'S GOURMET BURGER","H25",37.800266,-122.437777,6,4,1,11,0.666666666666667,92.3333333333333,0.333333333333333,192
"2716","RED A BAKERY","H25",37.782888,-122.466101,3,1,3,7,0.333333333333333,92,0,384.5
"27167","Bombay Indian Restaurant","H25",37.765457,-122.431317,5,7,1,13,1.4,85,1,182
"2717","GOURMET DIM SUM & CAFE","H25",37.782823,-122.466359,4,2,0,6,0.5,85,0.5,289.333333333333
"272","ON THE BRIDGE","H24",37.785227,-122.431472,5,2,0,7,0.4,88.4,0.4,186.75
"2721","Red Jade Restaurant","H25",37.766814,-122.428846,5,4,4,13,0.8,93.8,0.2,172.5
"2724","HUNAN EMPIRE","H25",37.797443,-122.432537,5,2,0,7,0.4,89,0.5,213.75
"2725","BOBOQUIVARI'S","H25",37.801218,-122.425535,4,2,0,6,0.5,88.75,0.75,275.333333333333
"273","HAI SUN RESTAURANT","H24",37.800133,-122.431064,4,4,0,8,1,80.5,0.5,286.666666666667
"27306","Guerrero Market","H28",37.759824,-122.423577,5,1,1,7,0.2,95,0,202.25
"2732","THE CREEK CAFE","H25",37.757389,-122.421213,5,5,1,11,1,86.8,0.4,211.5
"2733","New Mangia Tutti Ristorante","H25",37.794563,-122.403766,3,2,0,5,0.666666666666667,90,0,312
"2737","CAFFE' ROMA","H25",37.774677,-122.404222,4,1,0,5,0.25,93,0.5,255
"27377","Sorabol","H24",37.784848,-122.406892,5,6,0,11,1.2,84,1.2,195.75
"2738","RAINBOW WAY RESTAURANT","H25",37.781574,-122.396132,3,3,0,6,1,71.3333333333333,1.33333333333333,283.5
"2739","ROSE'S CAFE","H25",37.796927,-122.436974,5,5,1,11,1,88,0.4,232
"2743","NOAH'S NEW YORK BAGELS #2147","H25",37.765708,-122.409002,5,0,0,5,0,91,0.2,242.5
"2749","TAQUERIA CANCUN","H25",37.745433,-122.419945,5,0,1,6,0,92.2,0.2,238.25
"275","Ben & Jerry's","H24",37.786548,-122.407313,6,4,0,10,0.666666666666667,91.3333333333333,0.333333333333333,195.8
"2750","HAMANO SUSHI","H25",37.750778,-122.434065,4,2,0,6,0.5,95.5,0,285.333333333333
"2752","TERRACE CAFE","H25",37.790069,-122.432317,6,1,2,9,0.166666666666667,89.1666666666667,0.5,181.8
"27525","Lark Creek Steak","H26",37.784848,-122.406892,3,0,0,3,0,89.3333333333333,0.666666666666667,301
"2755","SOCIALE","H25",37.787364,-122.45299,3,0,0,3,0,94,0,350
"27557","Barracuda Japanese Restaurant","H26",37.764967,-122.431982,5,6,1,12,1.2,88.4,0.4,183
"2756","STARBUCKS","H25",37.786404,-122.453207,4,3,0,7,0.75,96.5,0,247.333333333333
"2758","OSTERIA","H25",37.788183,-122.446757,3,0,0,3,0,89,0.333333333333333,374
"2759","CASA MEXICANA","H25",37.768127,-122.429024,4,5,0,9,1.25,90,0,232.333333333333
"276","CORSAGNA","H24",37.79826,-122.426748,5,0,0,5,0,99.2,0,230.75
"2764","AL-HAMRA","H25",37.764913,-122.421349,6,7,0,13,1.16666666666667,87.3333333333333,0.333333333333333,174.4
"2766","TAQUERIA GUADALAJARA","H25",37.721191,-122.43755,5,3,1,9,0.6,92.6,0.2,239.5
"27667","Jamba Juice #796","H28",37.784317,-122.407563,5,1,0,6,0.2,91.4,0.2,203.75
"2767","HUI LAU SHAN SF","H25",37.780433,-122.475419,5,2,0,7,0.4,83.8,0.2,222.25
"2768","Starbucks Coffee","H25",37.787131,-122.410585,5,0,0,5,0,99.2,0,234.5
"27680","Blue Sky Restaurant","H25",37.798547,-122.410437,5,4,0,9,0.8,77.4,0.6,190.75
"2773","TOGO'S EATERY","H28",37.765708,-122.409002,4,3,0,7,0.75,94.5,0,255.333333333333
"27737","Sugarlump","H25",37.752818,-122.409582,4,3,0,7,0.75,92.25,0.25,274
"2777","Starbucks Coffee","H25",37.793632,-122.397023,5,0,0,5,0,98,0,231.75
"2778","LEE'S DELI","H25",37.784954,-122.395922,5,0,0,5,0,96,0.4,228
"27781","Kamakura Sushi & Sake House","H25",37.731996,-122.473879,5,1,0,6,0.2,94.8,0,198.5
"27786","Pizza Joint","H24",37.775998,-122.491802,6,2,0,8,0.333333333333333,92.6666666666667,0,161
"27791","Osha Thai Restaurant & Bar","H26",37.795108,-122.396184,3,4,0,7,1.33333333333333,88,0,246
"27793","Coriander Gourmet Thai","H28",37.784848,-122.406892,5,4,1,10,0.8,81.8,1.8,209
"27799","Buckhorn Grill","H24",37.784848,-122.406892,6,4,4,14,0.666666666666667,87.5,1.16666666666667,193.2
"2780","Peet's Coffee","H25",37.791113,-122.402396,5,0,0,5,0,98.4,0,210
"27801","Temple/Prana","H26",37.787764,-122.397089,2,0,0,2,0,85,1,505
"27821","Duboce Park Cafe","H28",37.769305,-122.431407,3,1,0,4,0.333333333333333,96,0,346.5
"2784","Jamba Juice Co","H25",37.791554,-122.399565,4,2,0,6,0.5,95.75,0.25,270.666666666667
"2785","G & L RESTAURANT","H25",37.712517,-122.407152,4,8,0,12,2,78.25,1.25,293.333333333333
"27851","The Morning Fix","H24",37.789548,-122.413964,5,0,0,5,0,95.2,0,230.75
"27854","Andale Mexican Restaurant","H28",37.784848,-122.406892,5,5,1,11,1,84,1.2,208
"2788","Sushi Hunter","H25",37.800424,-122.410894,3,2,0,5,0.666666666666667,82.3333333333333,0.333333333333333,391.5
"279","Inga Donuts","H24",37.790347,-122.417227,5,0,0,5,0,97.6,0,225.25
"2790","MIKADO SUSHI","H25",37.765805,-122.410605,3,3,0,6,1,85.3333333333333,0,372.5
"27947","Saffron Lounge","H25",37.770728,-122.402962,4,0,0,4,0,100,0,273.666666666667
"27949","Shanghai House","H24",37.775663,-122.497959,6,5,0,11,0.833333333333333,80.8333333333333,0.833333333333333,174.8
"27955","Wichcraft","H26",37.783228,-122.405958,4,1,0,5,0.25,90,0.5,203
"2796","JAMBA JUICE","H25",37.769061,-122.42719,4,0,0,4,0,94,0.5,271
"27964","Little Star Piza Valencia","H25",37.766408,-122.422055,6,3,1,10,0.5,96.6666666666667,0,173.8
"2797","MELS DRIVE-IN","H25",37.785358,-122.421357,5,1,0,6,0.2,87.4,1,224.25
"2798","MONGKOK DIM SUM & RESTAURANT","H25",37.753678,-122.489972,5,4,1,10,0.8,83.6,0.4,230.5
"27986","Beard Papa Sweets Cafe","H24",37.784848,-122.406892,5,0,0,5,0,94.8,0,196
"2799","Starbucks Coffee","H25",37.786124,-122.40542,5,0,0,5,0,93.6,0,244.5
"28006","Farina","H26",37.761658,-122.422892,4,2,6,12,0.5,96.25,0.25,298.333333333333
"28014","Straits San Francisco","H26",37.784848,-122.406892,4,0,0,4,0,77.75,1.75,275
"28035","Choice Yakiniku","H24",37.744449,-122.439384,3,2,0,5,0.666666666666667,72.3333333333333,1.66666666666667,281.5
"2805","Starbucks Coffee","H25",37.789267,-122.406877,5,0,0,5,0,96.4,0,225.75
"2807","Grandeho's Kamekyo II","H25",37.806153,-122.420474,3,2,0,5,0.666666666666667,89,0.333333333333333,485.5
"2808","NEW EMMY'S RESTAURANT","H25",37.725404,-122.462776,5,1,5,11,0.2,86,0,231
"2809","The Residence","H25",37.767718,-122.429422,3,1,0,4,0.333333333333333,92,0,302
"281","PARMA RESTAURANT","H24",37.799807,-122.437649,4,0,0,4,0,94.25,0.25,290
"2810","Starbucks Coffee","H25",37.785648,-122.409497,5,0,0,5,0,100,0,214.5
"2815","Tandoor on Haight","H25",37.772033,-122.430877,4,2,1,7,0.5,89.25,0.25,306
"2818","STARBUCKS COFFEE #5486","H25",37.788727,-122.400798,4,0,0,4,0,98,0,257
"28193","Subway Sandwiches #5669","H29",37.778287,-122.41542,2,2,3,7,1,97,0,254
"28209","Subway Sandwiches #7307","H28",37.762927,-122.434608,5,2,1,8,0.4,97.4,0.2,204.25
"2821","Forbes Island Corporation","H25",37.799785,-122.415305,3,2,0,5,0.666666666666667,88.3333333333333,0.333333333333333,377.5
"2823","Grand Hyatt - Bistro-Employee Cafeteria","H25",37.788944,-122.406884,5,2,0,7,0.4,87.6,0.4,240
"2826","Pena Pachamama","H25",37.799718,-122.410677,3,4,0,7,1.33333333333333,80.6666666666667,1.33333333333333,370
"2828","Joey's","H25",37.785713,-122.413259,5,6,1,12,1.2,92,0.4,202.75
"2829","EAGLE PIZZA","H25",37.742688,-122.484541,5,0,0,5,0,92.4,0,243
"283","HAI KY MI GIA","H24",37.784193,-122.417967,2,2,0,4,1,96,0,216
"28318","Hollywood Cafe","H24",37.806337,-122.415814,5,3,0,8,0.6,82.8,0.8,251.25
"2833","Lefty O`Doul`s","H26",37.787273,-122.408717,5,7,3,15,1.4,81.4,1,253.25
"2836","Hard Rock Cafe","H26",37.80824,-122.410189,3,0,2,5,0,90,0.666666666666667,337
"2837","KITARO JAPANESE RESTAURANT","H26",37.780193,-122.48088,6,3,0,9,0.5,95.3333333333333,0,188
"2840","THE OLYMPIC CLUB AT LAKESIDE","H26",37.708887,-122.497934,4,0,0,4,0,95.5,0,269.666666666667
"2841","THE OLYMPIC CLUB AT LAKESIDE, UPPER","H26",37.708887,-122.497934,4,0,0,4,0,93.5,0,269.666666666667
"2842","SEASONS RESTAURANT","H26",37.786476,-122.404852,5,2,0,7,0.4,94.6,0.2,193
"2843","San Raku Restaurant","H26",37.788798,-122.412164,4,4,0,8,1,92.5,0,229.666666666667
"28453","Mission Pie","H24",37.750514,-122.418246,5,5,0,10,1,91.2,0.8,223
"28468","Bella Lucca","H24",37.787128,-122.410365,4,4,0,8,1,96,0,226.666666666667
"2849","Kells","H26",37.796378,-122.404024,3,3,0,6,1,91.3333333333333,0,353
"2854","SANRAKU","H26",37.784548,-122.40419,5,1,1,7,0.2,91,0.4,210
"2858","Kokkari","H26",37.796918,-122.399864,4,2,1,7,0.5,95.25,0.5,338
"286","PUNJAB KABAB HOUSE","H24",37.784303,-122.409647,4,8,1,13,2,68,2,278.666666666667
"28601","The Alembic","H25",37.76942,-122.451013,4,1,0,5,0.25,88,0.5,284.333333333333
"2861","AT&T - MAIN KITCHEN/SUITE LEVEL [145084]","H26",37.778382,-122.391151,7,0,0,7,0,93.7142857142857,0.285714285714286,147.333333333333
"2862","Jasper's Corner Tap & Kitchen","H26",37.786042,-122.411392,4,4,0,8,1,92,0,305
"2863","HAYSTACK PIZZA RESTAURANT","H26",37.751573,-122.429189,4,3,0,7,0.75,89.25,0.75,266.666666666667
"2866","ELIZA'S RESTAURANT","H26",37.787884,-122.441657,5,1,1,7,0.2,96.4,0,184.75
"2869","Holiday Inn ExpressHotel - Pantry Kitchen","H26",37.806288,-122.416244,3,1,0,4,0.333333333333333,92.6666666666667,0.666666666666667,337
"2870","Fountain Cafe","H26",37.789064,-122.402861,5,5,0,10,1,90.8,0.8,249.75
"2871","STARBUCK'S COFFEE #6605","H26",37.762963,-122.410709,5,0,0,5,0,98.8,0,209.75
"2873","Sushi Rock","H25",37.791604,-122.420818,4,3,2,9,0.75,85.5,0,222.333333333333
"2880","ALPHA MARKET","H26",37.765007,-122.449777,3,2,1,6,0.666666666666667,83.3333333333333,0.666666666666667,273.5
"28828","The Sandwich Shop","H28",37.761699,-122.389064,5,3,0,8,0.6,91.8,0.2,224
"2883","Cafe Delucchi","H26",37.799775,-122.409334,3,3,0,6,1,93.3333333333333,0,411
"28836","Amsterdam Cafe","H24",37.785994,-122.418807,5,5,2,12,1,90.6,0.4,175
"2884","Starbucks Coffee","H26",37.789705,-122.402056,4,0,0,4,0,99.5,0,285.666666666667
"28843","Salt House","H25",37.788727,-122.398288,3,0,0,3,0,89,0.333333333333333,385.5
"2885","MOMO'S","H26",37.780047,-122.389859,6,1,0,7,0.166666666666667,96.5,0.166666666666667,181.8
"28863","Delessio Market & Bakery","H28",37.773348,-122.439147,5,3,0,8,0.6,94,0,227
"2893","FOREIGN CINEMA","H26",37.756417,-122.418884,5,2,0,7,0.4,97,0.2,182.25
"2896","Tlaloc Taqueria","H26",37.794307,-122.401788,4,3,0,7,0.75,89.5,0,283.666666666667
"28976","AFC Sushi @Safeway 739","H28",37.742998,-122.421638,5,2,0,7,0.4,96.4,0,211.75
"28978","Umami","H26",37.797594,-122.433934,4,0,0,4,0,96.5,0,291
"2898","The Cheesecake Factory","H26",37.787423,-122.407417,4,6,2,12,1.5,74.5,2,282.666666666667
"2899","Public House/Mijita","H26",37.778382,-122.391151,5,1,0,6,0.2,94.8,0.4,220.25
"29","CHICO'S PIZZA","H24",37.774722,-122.406761,4,1,1,6,0.25,86.5,0.5,271.666666666667
"290","BISTRO AIX","H24",37.800187,-122.437756,4,3,0,7,0.75,89.75,0.75,246.666666666667
"2902","Myconos Restaurant","H26",37.789964,-122.420595,4,1,0,5,0.25,87.75,0.75,235.666666666667
"2905","Buckshot Bar","H26",37.781268,-122.460842,2,0,1,3,0,92,0,499
"29054","Cold Stone Creamery","H29",37.807167,-122.418936,4,0,0,4,0,93.25,0.25,266
"2907","Market Cafe","H26",37.775117,-122.452065,5,1,2,8,0.2,87,0.6,185.5
"2910","LUNA PARK","H26",37.761809,-122.421639,4,4,3,11,1,87,0.5,270.333333333333
"29100","Rosenberg Deli & Market","H28",37.764628,-122.433195,6,0,0,6,0,93,0,190.8
"2917","OMNI S.F. Hotel - Main Kitchen","H26",37.792888,-122.403135,4,0,0,4,0,94.25,0.25,262
"2919","OMNI S.F. Hotel - Restaurant & Bar","H26",37.792888,-122.403135,4,0,0,4,0,96.25,0.25,262
"2920","Academy of Arts Univ- I House Cafe","H26",37.788498,-122.414514,4,1,0,5,0.25,96,0,229.333333333333
"2922","The White Horse","H26",37.788882,-122.410833,5,0,0,5,0,94.8,0,194
"2924","Leatherneck Steakhouse - Marines' Memorial Assn","H26",37.788954,-122.410467,3,3,0,6,1,91.6666666666667,0.333333333333333,266.5
"29246","Rico Pan Bakery","H25",37.737021,-122.424078,6,1,0,7,0.166666666666667,94.5,0,196.8
"2925","Marines Memorial Club - Banquet","H26",37.788954,-122.410467,3,2,0,5,0.666666666666667,96.6666666666667,0,266.5
"2926","Luques Restaurant & Bar","H26",37.788673,-122.408524,4,3,0,7,0.75,92.75,0.25,235.666666666667
"2927","The Thai Stick","H26",37.787747,-122.41333,5,4,0,9,0.8,90.4,0,227.5
"2928","Elks Club","H26",37.788188,-122.409284,4,0,1,5,0,96.5,0,290
"2929","Academy of Arts University","H26",37.790523,-122.413158,5,1,0,6,0.2,95.6,0,191.5
